name_zagr;x;y
Ko-111-560;7560000;5111000
Ko-112-560;7560000;5112000
Ko-113-560;7560000;5113000
Ko-081-561;7561000;5081000
Ko-082-561;7561000;5082000
Ko-083-561;7561000;5083000
Ko-084-561;7561000;5084000
Ko-085-561;7561000;5085000
Ko-086-561;7561000;5086000
Ko-087-561;7561000;5087000
Ko-088-561;7561000;5088000
Ko-089-561;7561000;5089000
Ko-090-561;7561000;5090000
Ko-091-561;7561000;5091000
Ko-092-561;7561000;5092000
Ko-093-561;7561000;5093000
Ko-094-561;7561000;5094000
Ko-095-561;7561000;5095000
Ko-096-561;7561000;5096000
Ko-097-561;7561000;5097000
Ko-098-561;7561000;5098000
Ko-099-561;7561000;5099000
Ko-100-561;7561000;5100000
Ko-101-561;7561000;5101000
Ko-102-561;7561000;5102000
Ko-103-561;7561000;5103000
Ko-104-561;7561000;5104000
Ko-105-561;7561000;5105000
Ko-106-561;7561000;5106000
Ko-107-561;7561000;5107000
Ko-108-561;7561000;5108000
Ko-109-561;7561000;5109000
Ko-110-561;7561000;5110000
Ko-111-561;7561000;5111000
Ko-112-561;7561000;5112000
Ko-113-561;7561000;5113000
Ko-081-562;7562000;5081000
Ko-082-562;7562000;5082000
Ko-083-562;7562000;5083000
Ko-084-562;7562000;5084000
Ko-085-562;7562000;5085000
Ko-086-562;7562000;5086000
Ko-087-562;7562000;5087000
Ko-088-562;7562000;5088000
Ko-089-562;7562000;5089000
Ko-090-562;7562000;5090000
Ko-091-562;7562000;5091000
Ko-092-562;7562000;5092000
Ko-093-562;7562000;5093000
Ko-094-562;7562000;5094000
Ko-095-562;7562000;5095000
Ko-096-562;7562000;5096000
Ko-097-562;7562000;5097000
Ko-098-562;7562000;5098000
Ko-099-562;7562000;5099000
Ko-100-562;7562000;5100000
Ko-101-562;7562000;5101000
Ko-102-562;7562000;5102000
Ko-103-562;7562000;5103000
Ko-104-562;7562000;5104000
Ko-105-562;7562000;5105000
Ko-106-562;7562000;5106000
Ko-107-562;7562000;5107000
Ko-108-562;7562000;5108000
Ko-109-562;7562000;5109000
Ko-110-562;7562000;5110000
Ko-111-562;7562000;5111000
Ko-112-562;7562000;5112000
Ko-113-562;7562000;5113000
Ko-081-563;7563000;5081000
Ko-082-563;7563000;5082000
Ko-083-563;7563000;5083000
Ko-084-563;7563000;5084000
Ko-085-563;7563000;5085000
Ko-086-563;7563000;5086000
Ko-087-563;7563000;5087000
Ko-088-563;7563000;5088000
Ko-089-563;7563000;5089000
Ko-090-563;7563000;5090000
Ko-091-563;7563000;5091000
Ko-092-563;7563000;5092000
Ko-093-563;7563000;5093000
Ko-094-563;7563000;5094000
Ko-095-563;7563000;5095000
Ko-096-563;7563000;5096000
Ko-097-563;7563000;5097000
Ko-098-563;7563000;5098000
Ko-099-563;7563000;5099000
Ko-100-563;7563000;5100000
Ko-101-563;7563000;5101000
Ko-102-563;7563000;5102000
Ko-103-563;7563000;5103000
Ko-104-563;7563000;5104000
Ko-105-563;7563000;5105000
Ko-106-563;7563000;5106000
Ko-107-563;7563000;5107000
Ko-108-563;7563000;5108000
Ko-109-563;7563000;5109000
Ko-110-563;7563000;5110000
Ko-111-563;7563000;5111000
Ko-112-563;7563000;5112000
Ko-080-564;7564000;5080000
Ko-081-564;7564000;5081000
Ko-082-564;7564000;5082000
Ko-083-564;7564000;5083000
Ko-084-564;7564000;5084000
Ko-085-564;7564000;5085000
Ko-086-564;7564000;5086000
Ko-087-564;7564000;5087000
Ko-088-564;7564000;5088000
Ko-089-564;7564000;5089000
Ko-090-564;7564000;5090000
Ko-091-564;7564000;5091000
Ko-092-564;7564000;5092000
Ko-093-564;7564000;5093000
Ko-094-564;7564000;5094000
Ko-095-564;7564000;5095000
Ko-096-564;7564000;5096000
Ko-097-564;7564000;5097000
Ko-098-564;7564000;5098000
Ko-099-564;7564000;5099000
Ko-100-564;7564000;5100000
Ko-101-564;7564000;5101000
Ko-102-564;7564000;5102000
Ko-103-564;7564000;5103000
Ko-104-564;7564000;5104000
Ko-105-564;7564000;5105000
Ko-106-564;7564000;5106000
Ko-107-564;7564000;5107000
Ko-108-564;7564000;5108000
Ko-109-564;7564000;5109000
Ko-110-564;7564000;5110000
Ko-111-564;7564000;5111000
Ko-112-564;7564000;5112000
Ko-080-565;7565000;5080000
Ko-081-565;7565000;5081000
Ko-082-565;7565000;5082000
Ko-083-565;7565000;5083000
Ko-084-565;7565000;5084000
